DBGDIDR : MRC{<c>}{<q>} 1110, {#}000, <Rt>, 0000, 0000{, {#}000}
ACTLR2_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0000{, {#}011}
SCR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}000}
SCR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}000}
SDER : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}001}
SDER : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}001}
NSACR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}010}
NSACR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0001{, {#}010}
TRFCR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0010{, {#}001}
TRFCR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0010{, {#}001}
SDCR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0011{, {#}001}
SDCR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0001, 0011{, {#}001}
TTBR0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0 : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR0 : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR0_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0_NS : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR0_NS : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR0_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}000}
TTBR0_S : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR0_S : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0010
TTBR1 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1 : MRRC{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBR1 : MCRR{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBR1_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1_NS : MRRC{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBR1_NS : MCRR{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBR1_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}001}
TTBR1_S : MRRC{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBR1_S : MCRR{<c>}{<q>} 1111, {#}0001, <Rt>, <Rt2>, 0010
TTBCR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}010}
TTBCR2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
TTBCR2 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
TTBCR2_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
TTBCR2_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
TTBCR2_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
TTBCR2_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0010, 0000{, {#}011}
DACR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
DACR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
DACR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
DACR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
DACR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
DACR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0011, 0000{, {#}000}
ICC_PMR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICC_PMR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICV_PMR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICV_PMR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICC_PMR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICC_PMR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICV_PMR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
ICV_PMR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0100, 0110{, {#}000}
DFSR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
DFSR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
DFSR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
DFSR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
DFSR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
DFSR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}000}
IFSR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
IFSR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
IFSR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
IFSR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
IFSR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
IFSR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0000{, {#}001}
ADFSR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
ADFSR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
ADFSR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
ADFSR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
ADFSR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
ADFSR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}000}
AIFSR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
AIFSR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
AIFSR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
AIFSR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
AIFSR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
AIFSR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0001{, {#}001}
ERRIDR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0011{, {#}000}
ERRSELR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0011{, {#}001}
ERRSELR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0011{, {#}001}
ERXFR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}000}
ERXCTLR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}001}
ERXCTLR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}001}
ERXSTATUS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}010}
ERXSTATUS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}010}
ERXADDR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}011}
ERXADDR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}011}
ERXFR2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}100}
ERXCTLR2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}101}
ERXCTLR2 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}101}
ERXADDR2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}111}
ERXADDR2 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0100{, {#}111}
ERXMISC0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}000}
ERXMISC0 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}000}
ERXMISC1 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}001}
ERXMISC1 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}001}
ERXMISC4 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}010}
ERXMISC4 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}010}
ERXMISC5 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}011}
ERXMISC5 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}011}
ERXMISC2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}100}
ERXMISC2 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}100}
ERXMISC3 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}101}
ERXMISC3 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}101}
ERXMISC6 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}110}
ERXMISC6 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}110}
ERXMISC7 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}111}
ERXMISC7 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0101, 0101{, {#}111}
DFAR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
DFAR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
DFAR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
DFAR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
DFAR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
DFAR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}000}
IFAR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
IFAR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
IFAR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
IFAR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
IFAR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
IFAR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0110, 0000{, {#}010}
ICIALLUIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0001{, {#}000}
BPIALLIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0001{, {#}110}
CFPRCTX : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0011{, {#}100}
DVPRCTX : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0011{, {#}101}
COSPRCTX : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0011{, {#}110}
CPPRCTX : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0011{, {#}111}
PAR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
PAR : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
PAR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR_NS : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
PAR_NS : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
PAR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0100{, {#}000}
PAR_S : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
PAR_S : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 0111
ICIALLU : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0101{, {#}000}
ICIMVAU : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0101{, {#}001}
CP15ISB : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0101{, {#}100}
BPIALL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0101{, {#}110}
BPIMVA : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0101{, {#}111}
DCIMVAC : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0110{, {#}001}
DCISW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 0110{, {#}010}
ATS1CPR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}000}
ATS1CPW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}001}
ATS1CUR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}010}
ATS1CUW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}011}
ATS12NSOPR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}100}
ATS12NSOPW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}101}
ATS12NSOUR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}110}
ATS12NSOUW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1000{, {#}111}
ATS1CPRP : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1001{, {#}000}
ATS1CPWP : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1001{, {#}001}
DCCMVAC : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1010{, {#}001}
DCCSW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1010{, {#}010}
CP15DSB : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1010{, {#}100}
CP15DMB : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1010{, {#}101}
DCCMVAU : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1011{, {#}001}
DCCIMVAC : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1110{, {#}001}
DCCISW : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 0111, 1110{, {#}010}
TLBIALLIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}000}
TLBIMVAIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}001}
TLBIASIDIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}010}
TLBIMVAAIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}011}
TLBIMVALIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}101}
TLBIMVAALIS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0011{, {#}111}
ITLBIALL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0101{, {#}000}
ITLBIMVA : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0101{, {#}001}
ITLBIASID : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0101{, {#}010}
DTLBIALL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0110{, {#}000}
DTLBIMVA : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0110{, {#}001}
DTLBIASID : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0110{, {#}010}
TLBIALL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}000}
TLBIMVA : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}001}
TLBIASID : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}010}
TLBIMVAA : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}011}
TLBIMVAL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}101}
TLBIMVAAL : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1000, 0111{, {#}111}
PMCR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}000}
PMCR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}000}
PMCNTENSET : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}001}
PMCNTENSET : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}001}
PMCNTENCLR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}010}
PMCNTENCLR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}010}
PMOVSR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}011}
PMOVSR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}011}
PMSWINC : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}100}
PMSELR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}101}
PMSELR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}101}
PMCEID0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}110}
PMCEID1 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1100{, {#}111}
PMCCNTR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}000}
PMCCNTR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}000}
PMCCNTR : MRRC{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 1001
PMCCNTR : MCRR{<c>}{<q>} 1111, {#}0000, <Rt>, <Rt2>, 1001
PMCCFILTR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}001}
PMCCFILTR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}001}
PMEVTYPER : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}001}
PMEVTYPER : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}001}
PMEVCNTR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}010}
PMEVCNTR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1101{, {#}010}
PMUSERENR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}000}
PMUSERENR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}000}
PMINTENSET : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}001}
PMINTENSET : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}001}
PMINTENCLR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}010}
PMINTENCLR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}010}
PMOVSSET : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}011}
PMOVSSET : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}011}
PMCEID2 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}100}
PMCEID3 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}101}
PMMIR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1001, 1110{, {#}110}
MAIR0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR0_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
PRRR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}000}
MAIR1 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
MAIR1_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
NMRR_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0010{, {#}001}
AMAIR0 : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
AMAIR0 : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
AMAIR0_NS : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
AMAIR0_NS : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
AMAIR0_S : MRC{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
AMAIR0_S : MCR{<c>}{<q>} 1111, {#}000, <Rt>, 1010, 0011{, {#}000}
